,City,Car Type,Number of Passengers,Location,Supplier,Total Price,Price,Offer Rating
308,Dublin,Opel Corsa,5.0,DUB,Argus Car Hire,199.0,50.0,9.2
309,Dublin,Opel Corsa,5.0,DUB,Holiday Autos,349.0,88.0,9.2
310,Dublin,Opel Corsa,5.0,DUB,easyCar,349.0,88.0,7.8
311,Barcelona,Class Mini Car,2.0,Exact address revealed after booking,Getaround,53.0,14.0,6.8
312,Barcelona,Ford Fiesta,5.0,BCN,Enjoy Travel,64.0,16.0,6.0
313,Barcelona,Ford Fiesta,5.0,BCN,HolidayCars.com,68.0,17.0,8.0
314,Barcelona,Ford Fiesta,5.0,BCN,Rentalcars,71.0,18.0,8.8
315,Barcelona,Ford Fiesta,5.0,BCN,KAYAK,71.0,18.0,8.8
316,Barcelona,Ford Fiesta,5.0,BCN,Booking.com,73.0,19.0,8.8
317,Barcelona,Ford Fiesta,5.0,BCN,Opodo,106.0,27.0,9.5
318,Barcelona,Ford Fiesta,5.0,BCN,Wisecars,115.0,29.0,8.8
319,Barcelona,Ford Fiesta,5.0,BCN,Discover Cars,120.0,30.0,10.0
320,Barcelona,Ford Fiesta,5.0,BCN,Holiday Autos,174.0,44.0,9.5
321,Barcelona,Ford Fiesta,5.0,BCN,easyCar,174.0,44.0,8.0
322,Barcelona,Fiat 500,4.0,BCN,VIP Cars,58.0,15.0,9.5
323,Barcelona,Fiat 500,4.0,BCN,Enjoy Travel,63.0,16.0,6.0
324,Barcelona,Fiat 500,4.0,BCN,Discover Cars,67.0,17.0,9.5
325,Barcelona,Fiat 500,4.0,BCN,HolidayCars.com,67.0,17.0,8.0
326,Barcelona,Fiat 500,4.0,BCN,Rentalcars,70.0,18.0,8.8
327,Barcelona,Fiat 500,4.0,BCN,KAYAK,70.0,18.0,8.8
328,Barcelona,Fiat 500,4.0,BCN,Booking.com,72.0,18.0,8.8
329,Barcelona,Fiat 500,4.0,BCN,Opodo,104.0,26.0,9.5
330,Barcelona,Fiat 500,4.0,BCN,Wisecars,114.0,29.0,8.8
331,Barcelona,Fiat 500,4.0,BCN,Holiday Autos,171.0,43.0,9.5
332,Barcelona,Fiat 500,4.0,BCN,easyCar,171.0,43.0,8.0
333,Barcelona,Skoda Fabia,5.0,BCN,Discover Cars,68.0,17.0,9.5
334,Barcelona,Skoda Fabia,5.0,BCN,Opodo,124.0,31.0,9.5
335,Barcelona,Skoda Fabia,5.0,BCN,Rentalcars,151.0,38.0,8.8
336,Barcelona,Skoda Fabia,5.0,BCN,KAYAK,151.0,38.0,8.8
337,Barcelona,Skoda Fabia,5.0,BCN,Booking.com,155.0,39.0,8.8
338,Barcelona,Skoda Fabia,5.0,BCN,Holiday Autos,203.0,51.0,9.5
339,Barcelona,Skoda Fabia,5.0,BCN,easyCar,203.0,51.0,8.0
340,Barcelona,Fiat 500,4.0,Shuttle,VIP Cars,60.0,15.0,7.5
341,Barcelona,Fiat 500,4.0,Shuttle,Enjoy Travel,63.0,16.0,5.2
342,Barcelona,Fiat 500,4.0,Shuttle,HolidayCars.com,66.0,17.0,7.5
343,Barcelona,Fiat 500,4.0,Shuttle,Rentalcars,75.0,19.0,6.8
344,Barcelona,Fiat 500,4.0,Shuttle,KAYAK,75.0,19.0,6.8
345,Barcelona,Fiat 500,4.0,Shuttle,Booking.com,77.0,20.0,6.8
346,Barcelona,Fiat 500,4.0,Shuttle,Argus Car Hire,95.0,24.0,7.5
347,Barcelona,Fiat 500,4.0,Shuttle,Opodo,98.0,25.0,7.5
348,Barcelona,Fiat 500,4.0,Shuttle,Holiday Autos,161.0,41.0,7.5
349,Barcelona,Fiat 500,4.0,Shuttle,easyCar,161.0,41.0,6.0
350,Barcelona,Citroen C4,5.0,Shuttle,VIP Cars,73.0,19.0,9.5
351,Barcelona,Citroen C4,5.0,Shuttle,Enjoy Travel,80.0,20.0,6.0
352,Barcelona,Citroen C4,5.0,Shuttle,Discover Cars,81.0,21.0,9.5
353,Barcelona,Citroen C4,5.0,Shuttle,HolidayCars.com,82.0,21.0,8.0
354,Barcelona,Citroen C4,5.0,Shuttle,Rentalcars,88.0,22.0,8.8
355,Barcelona,Citroen C4,5.0,Shuttle,KAYAK,88.0,22.0,8.8
356,Barcelona,Citroen C4,5.0,Shuttle,Booking.com,90.0,23.0,8.8
357,Barcelona,Citroen C4,5.0,Shuttle,Wisecars,131.0,33.0,8.8
358,Barcelona,Opel Corsa,5.0,Shuttle,VIP Cars,68.0,17.0,7.5
359,Barcelona,Opel Corsa,5.0,Shuttle,Enjoy Travel,72.0,18.0,5.2
360,Barcelona,Opel Corsa,5.0,Shuttle,HolidayCars.com,73.0,19.0,7.5
361,Barcelona,Opel Corsa,5.0,Shuttle,Rentalcars,85.0,22.0,6.8
362,Barcelona,Opel Corsa,5.0,Shuttle,KAYAK,85.0,22.0,6.8
363,Barcelona,Opel Corsa,5.0,Shuttle,Booking.com,87.0,22.0,6.8
364,Barcelona,Opel Corsa,5.0,Shuttle,Argus Car Hire,104.0,26.0,7.5
365,Barcelona,Opel Corsa,5.0,Shuttle,Opodo,111.0,28.0,7.5
366,Barcelona,Opel Corsa,5.0,Shuttle,Holiday Autos,182.0,46.0,7.5
367,Barcelona,Opel Corsa,5.0,Shuttle,easyCar,182.0,46.0,6.0
368,Barcelona,Fiat 500,4.0,Shuttle,Discover Cars,66.0,17.0,7.8
369,Barcelona,Fiat 500,4.0,Shuttle,Bsp Auto,94.0,24.0,7.8
370,Barcelona,Fiat 500,4.0,Shuttle,Argus Car Hire,97.0,25.0,7.8
371,Barcelona,Fiat 500,4.0,Shuttle,Opodo,103.0,26.0,7.8
372,Barcelona,Fiat 500,4.0,Shuttle,Holiday Autos,169.0,43.0,7.8
373,Barcelona,Fiat 500,4.0,Shuttle,easyCar,169.0,43.0,6.2
374,Barcelona,Smart Forfour,4.0,BCN,HolidayCars.com,64.0,16.0,6.0
375,Barcelona,Smart Forfour,4.0,BCN,Discover Cars,67.0,17.0,7.8
376,Barcelona,Smart Forfour,4.0,BCN,Rentalcars,79.0,20.0,7.0
377,Barcelona,Smart Forfour,4.0,BCN,KAYAK,79.0,20.0,7.0
378,Barcelona,Smart Forfour,4.0,BCN,Booking.com,81.0,21.0,7.0
379,Barcelona,Smart Forfour,4.0,BCN,Argus Car Hire,105.0,27.0,7.8
380,Barcelona,Smart Forfour,4.0,BCN,Opodo,111.0,28.0,7.8
381,Barcelona,Smart Forfour,4.0,BCN,Holiday Autos,188.0,47.0,7.8
382,Barcelona,Smart Forfour,4.0,BCN,easyCar,188.0,47.0,6.2
383,Barcelona,Opel Corsa,5.0,Shuttle,Discover Cars,72.0,18.0,7.8
384,Barcelona,Opel Corsa,5.0,Shuttle,Bsp Auto,99.0,25.0,7.8
385,Barcelona,Opel Corsa,5.0,Shuttle,Argus Car Hire,106.0,27.0,7.8
386,Barcelona,Opel Corsa,5.0,Shuttle,Opodo,113.0,29.0,7.8
387,Barcelona,Opel Corsa,5.0,Shuttle,Holiday Autos,186.0,47.0,7.8
388,Barcelona,Opel Corsa,5.0,Shuttle,easyCar,186.0,47.0,6.2
389,Barcelona,Fiat 500,4.0,BCN,HolidayCars.com,65.0,17.0,8.0
390,Barcelona,Fiat 500,4.0,BCN,VIP Cars,66.0,17.0,9.5
391,Barcelona,Fiat 500,4.0,BCN,Bsp Auto,67.0,17.0,7.8
392,Barcelona,Fiat 500,4.0,BCN,Discover Cars,67.0,17.0,9.5
393,Barcelona,Fiat 500,4.0,BCN,Rentalcars,73.0,19.0,8.8
394,Barcelona,Fiat 500,4.0,BCN,Booking.com,73.0,19.0,8.8
395,Barcelona,Fiat 500,4.0,BCN,KAYAK,73.0,19.0,8.8
396,Barcelona,Fiat 500,4.0,BCN,Argus Car Hire,98.0,25.0,9.5
397,Barcelona,Fiat 500,4.0,BCN,Opodo,120.0,30.0,9.5
398,Barcelona,Fiat 500,4.0,BCN,Holiday Autos,173.0,44.0,9.5
399,Barcelona,Fiat 500,4.0,BCN,easyCar,173.0,44.0,8.0
400,Barcelona,Fiat 500,4.0,Shuttle,Discover Cars,74.0,19.0,7.8
401,Barcelona,Fiat 500,4.0,Shuttle,Bsp Auto,76.0,19.0,7.8
402,Barcelona,Fiat 500,4.0,Shuttle,Rentalcars,76.0,19.0,7.0
403,Barcelona,Fiat 500,4.0,Shuttle,KAYAK,76.0,19.0,7.0
404,Barcelona,Fiat 500,4.0,Shuttle,Booking.com,79.0,20.0,7.0
405,Barcelona,Fiat 500,4.0,Shuttle,Argus Car Hire,101.0,26.0,7.8
406,Barcelona,Fiat 500,4.0,Shuttle,Opodo,109.0,28.0,7.8
407,Barcelona,Fiat 500,4.0,Shuttle,Holiday Autos,178.0,45.0,7.8
408,Barcelona,Fiat 500,4.0,Shuttle,easyCar,178.0,45.0,6.2
409,Barcelona,Smart Forfour,4.0,Airport terminal,VIP Cars,69.0,18.0,7.8
410,Barcelona,Smart Forfour,4.0,Airport terminal,Bsp Auto,71.0,18.0,7.8
411,Barcelona,Smart Forfour,4.0,Airport terminal,Enjoy Travel,71.0,18.0,6.0
412,Barcelona,Smart Forfour,4.0,Airport terminal,HolidayCars.com,75.0,19.0,6.0
413,Barcelona,Smart Forfour,4.0,Airport terminal,Rentalcars,89.0,23.0,7.0
414,Barcelona,Smart Forfour,4.0,Airport terminal,KAYAK,89.0,23.0,7.0
415,Barcelona,Smart Forfour,4.0,Airport terminal,Booking.com,92.0,23.0,7.0
416,Barcelona,Smart Forfour,4.0,Airport terminal,Argus Car Hire,114.0,29.0,7.8
417,Barcelona,Smart Forfour,4.0,Airport terminal,Opodo,122.0,31.0,7.8
418,Barcelona,Smart Forfour,4.0,Airport terminal,Holiday Autos,206.0,52.0,7.8
419,Barcelona,Smart Forfour,4.0,Airport terminal,easyCar,206.0,52.0,6.2
420,Barcelona,Compact car,5.0,BCN,VIP Cars,82.0,21.0,9.5
421,Barcelona,Compact car,5.0,BCN,Enjoy Travel,90.0,23.0,6.0
422,Barcelona,Compact car,5.0,BCN,HolidayCars.com,91.0,23.0,8.0
423,Barcelona,Compact car,5.0,BCN,Rentalcars,99.0,25.0,8.8
424,Barcelona,Compact car,5.0,BCN,KAYAK,99.0,25.0,8.8
425,Barcelona,Compact car,5.0,BCN,Booking.com,102.0,26.0,8.8
426,Barcelona,Compact car,5.0,BCN,Wisecars,141.0,36.0,8.8
427,Barcelona,Seat Ibiza,5.0,BCN,Rentalcars,81.0,21.0,7.0
428,Barcelona,Seat Ibiza,5.0,BCN,KAYAK,81.0,21.0,7.0
429,Barcelona,Seat Ibiza,5.0,BCN,Booking.com,84.0,21.0,7.0
430,Barcelona,Seat Ibiza,5.0,BCN,Argus Car Hire,108.0,27.0,7.8
431,Barcelona,Seat Ibiza,5.0,BCN,Opodo,116.0,29.0,7.8
432,Barcelona,Seat Ibiza,5.0,BCN,Holiday Autos,190.0,48.0,7.8
433,Barcelona,Seat Ibiza,5.0,BCN,easyCar,190.0,48.0,6.2
434,New York,Nissan Versa,5.0,Exact address revealed after booking,Turo,100.0,25.0,4.2
435,New York,Ford Fiesta,5.0,JFK,KAYAK,281.0,71.0,9.8
436,New York,Ford Fiesta,5.0,JFK,QEEQ.COM,281.0,71.0,9.8
437,New York,Ford Fiesta,5.0,JFK,VIP Cars,285.0,72.0,9.0
438,New York,Ford Fiesta,5.0,JFK,Wisecars,289.0,73.0,9.0
439,New York,Ford Fiesta,5.0,JFK,Enjoy Travel,294.0,74.0,5.5
440,New York,Ford Fiesta,5.0,JFK,Discover Cars,303.0,76.0,6.8
441,New York,Kia Rio,4.0,LGA,QEEQ.COM,232.0,58.0,7.8
442,New York,Kia Rio,4.0,LGA,Booking.com,577.0,145.0,7.5
443,New York,Kia Rio,4.0,LGA,Rentalcars,581.0,146.0,7.5
444,New York,Kia Rio,4.0,LGA,Opodo,582.0,146.0,9.0
445,New York,Kia Rio,4.0,LGA,Argus Car Hire,835.0,209.0,9.0
446,New York,Kia Rio,4.0,LGA,Holiday Autos,1321.0,331.0,9.0
447,New York,Kia Rio,4.0,LGA,easyCar,1321.0,331.0,7.8
448,New York,Nissan Versa Note,4.0,JFK,KAYAK,281.0,71.0,9.8
449,New York,Nissan Versa Note,4.0,JFK,QEEQ.COM,281.0,71.0,9.8
450,New York,Nissan Versa Note,4.0,JFK,VIP Cars,285.0,72.0,9.0
451,New York,Nissan Versa Note,4.0,JFK,Wisecars,289.0,73.0,9.0
452,New York,Nissan Versa Note,4.0,JFK,Enjoy Travel,294.0,74.0,5.5
453,New York,Nissan Versa Note,4.0,JFK,Discover Cars,303.0,76.0,6.8
454,New York,Kia Soul,5.0,HPN,KAYAK,231.0,58.0,7.8
455,New York,Nissan Versa,5.0,Shuttle,KAYAK,359.0,90.0,9.8
456,New York,Nissan Versa,5.0,Shuttle,QEEQ.COM,359.0,90.0,9.8
457,New York,Nissan Versa,5.0,Shuttle,HolidayCars.com,401.0,101.0,7.8
458,New York,Mazda CX-5,5.0,HPN,KAYAK,239.0,60.0,7.8
459,New York,Toyota Camry,5.0,JFK,KAYAK,295.0,74.0,9.8
460,New York,Toyota Camry,5.0,JFK,QEEQ.COM,295.0,74.0,9.8
461,New York,Toyota Camry,5.0,JFK,VIP Cars,305.0,77.0,9.0
462,New York,Toyota Camry,5.0,JFK,Wisecars,310.0,78.0,9.0
463,New York,Toyota Camry,5.0,JFK,Enjoy Travel,315.0,79.0,5.5
464,New York,Toyota Camry,5.0,JFK,Discover Cars,324.0,81.0,6.8
465,New York,Volkswagen Jetta,5.0,Shuttle,KAYAK,295.0,74.0,9.8
466,New York,Volkswagen Jetta,5.0,Shuttle,QEEQ.COM,295.0,74.0,9.8
467,New York,Volkswagen Jetta,5.0,Shuttle,VIP Cars,298.0,75.0,9.0
468,New York,Volkswagen Jetta,5.0,Shuttle,Wisecars,303.0,76.0,9.0
469,New York,Volkswagen Jetta,5.0,Shuttle,Enjoy Travel,308.0,77.0,5.5
470,New York,Volkswagen Jetta,5.0,Shuttle,Discover Cars,317.0,80.0,6.8
471,New York,Nissan Rogue,5.0,JFK,KAYAK,333.0,84.0,9.8
472,New York,Nissan Rogue,5.0,JFK,QEEQ.COM,333.0,84.0,9.8
473,New York,Nissan Rogue,5.0,JFK,VIP Cars,334.0,84.0,9.0
474,New York,Nissan Rogue,5.0,JFK,Wisecars,342.0,86.0,9.0
475,New York,Nissan Rogue,5.0,JFK,Enjoy Travel,347.0,87.0,5.5
476,New York,Nissan Rogue,5.0,JFK,Discover Cars,356.0,89.0,6.8
477,New York,Volkswagen Jetta,5.0,HPN,KAYAK,243.0,61.0,7.8
478,New York,Supplier choice saloon,,JFK,KAYAK,288.0,72.0,9.8
479,New York,Supplier choice saloon,,JFK,QEEQ.COM,288.0,72.0,9.8
480,New York,Toyota Camry,5.0,HPN,KAYAK,243.0,61.0,7.8
481,New York,Chevrolet Spark,4.0,"6216 Metropolitan Ave, New York",VIP Cars,449.0,113.0,9.0
482,New York,Chevrolet Spark,4.0,"6216 Metropolitan Ave, New York",Enjoy Travel,449.0,113.0,3.2
483,New York,Chrysler 200,5.0,HPN,KAYAK,243.0,61.0,7.8
484,Dubai,Suzuki Swift,4.0,"Sheikh Zayed Road, Dubai",Avis,117.0,30.0,7.5
485,Dubai,Toyota Yaris,4.0,"Sheikh Zayed Road, Dubai",Avis,117.0,30.0,7.5
486,Dubai,Nissan Sunny,5.0,"Sheikh Zayed Road, Dubai",Booking.com,117.0,30.0,8.2
487,Dubai,Nissan Sunny,5.0,"Sheikh Zayed Road, Dubai",Rentalcars,117.0,30.0,8.2
488,Dubai,Nissan Sunny,5.0,"Sheikh Zayed Road, Dubai",KAYAK,117.0,30.0,8.2
489,Dubai,Nissan Sunny,5.0,"Sheikh Zayed Road, Dubai",Avis,130.0,33.0,7.5
490,Dubai,Chevrolet Spark,4.0,DXB,VIP Cars,142.0,36.0,9.5
491,Dubai,Nissan Micra,4.0,"Dubai Jumeirah Emirates Towers Sheikh Zayed Road, Dubai",VIP Cars,122.0,31.0,7.8
492,Dubai,Nissan Micra,4.0,"Dubai Jumeirah Emirates Towers Sheikh Zayed Road, Dubai",Enjoy Travel,125.0,32.0,5.8
493,Dubai,Nissan Micra,4.0,"Dubai Jumeirah Emirates Towers Sheikh Zayed Road, Dubai",Wisecars,130.0,33.0,6.5
494,Dubai,Chevrolet Spark,5.0,Airport terminal,Opodo,154.0,39.0,9.8
495,Dubai,Chevrolet Spark,5.0,Airport terminal,Holiday Autos,408.0,102.0,9.8
496,Dubai,Chevrolet Spark,5.0,Airport terminal,easyCar,408.0,102.0,8.0
497,Dubai,Nissan Micra,4.0,DXB,Opodo,144.0,36.0,9.5
498,Dubai,Nissan Micra,4.0,DXB,Booking.com,144.0,36.0,6.8
499,Dubai,Nissan Micra,4.0,DXB,Holiday Autos,144.0,36.0,9.5
500,Dubai,Nissan Micra,4.0,DXB,easyCar,144.0,36.0,8.0
501,Dubai,Nissan Micra,4.0,DXB,KAYAK,144.0,36.0,6.8
502,Dubai,Nissan Micra,4.0,DXB,Argus Car Hire,144.0,36.0,9.5
503,Dubai,Nissan Micra,4.0,DXB,VIP Cars,151.0,38.0,9.5
504,Dubai,Nissan Micra,4.0,DXB,Discover Cars,165.0,42.0,8.2
505,Dubai,Chevrolet Spark,4.0,DXB,Opodo,156.0,39.0,9.8
506,Dubai,Chevrolet Spark,4.0,DXB,Rentalcars,180.0,45.0,8.2
507,Dubai,Chevrolet Spark,4.0,DXB,Booking.com,180.0,45.0,8.2
508,Dubai,Chevrolet Spark,4.0,DXB,KAYAK,180.0,45.0,8.2
509,Dubai,Chevrolet Spark,4.0,DXB,Holiday Autos,421.0,106.0,9.8
510,Dubai,Chevrolet Spark,4.0,DXB,easyCar,421.0,106.0,8.0
511,Dubai,Kia Picanto,4.0,"Dubai Jumeirah Emirates Towers Sheikh Zayed Road, Dubai",VIP Cars,120.0,30.0,7.8
512,Dubai,Kia Picanto,4.0,"Dubai Jumeirah Emirates Towers Sheikh Zayed Road, Dubai",Enjoy Travel,122.0,31.0,5.8
513,Dubai,Kia Picanto,4.0,"Dubai Jumeirah Emirates Towers Sheikh Zayed Road, Dubai",Wisecars,127.0,32.0,6.5
514,Dubai,Ford Ka,5.0,Airport terminal,Opodo,152.0,38.0,9.5
515,Dubai,Ford Ka,5.0,Airport terminal,VIP Cars,152.0,38.0,9.5
516,Dubai,Ford Ka,5.0,Airport terminal,easyCar,152.0,38.0,8.0
517,Dubai,Ford Ka,5.0,Airport terminal,Discover Cars,153.0,39.0,9.5
518,Dubai,Ford Ka,5.0,Airport terminal,Wisecars,157.0,40.0,9.5
519,Dubai,Mitsubishi Mirage G4,4.0,Airport terminal,VIP Cars,144.0,36.0,9.5
520,Dubai,Chevrolet Aveo Sedan,5.0,"Dubai Jumeirah Emirates Towers Sheikh Zayed Road, Dubai",VIP Cars,128.0,32.0,7.8
521,Dubai,Chevrolet Aveo Sedan,5.0,"Dubai Jumeirah Emirates Towers Sheikh Zayed Road, Dubai",Enjoy Travel,130.0,33.0,5.8
522,Dubai,Chevrolet Aveo Sedan,5.0,"Dubai Jumeirah Emirates Towers Sheikh Zayed Road, Dubai",Wisecars,135.0,34.0,6.5
523,Dubai,Nissan Micra,4.0,DXB,Discover Cars,195.0,49.0,9.5
524,Dubai,Nissan Micra,4.0,DXB,Argus Car Hire,281.0,71.0,9.8
525,Dubai,Nissan Micra,4.0,DXB,Opodo,301.0,76.0,9.8
526,Dubai,Nissan Micra,4.0,DXB,Holiday Autos,494.0,124.0,9.8
527,Dubai,Nissan Micra,4.0,DXB,easyCar,494.0,124.0,8.0
528,Dubai,Chevrolet Aveo Sedan,5.0,DXB,VIP Cars,158.0,40.0,9.5
529,Dubai,Kia Picanto,4.0,"Jumeirah Emirates Towers, Dubai",VIP Cars,144.0,36.0,9.5
530,Berlin,Volkswagen Polo,5.0,Exact address revealed after booking,Getaround,81.0,21.0,6.8
531,Berlin,Hyundai i20,4.0,"Rudower Chaussee 25, Berlin",VIP Cars,109.0,28.0,7.5
532,Berlin,Hyundai i20,4.0,"Rudower Chaussee 25, Berlin",Wisecars,117.0,30.0,5.5
533,Berlin,Volkswagen Polo,5.0,"Karl-marx-str. 260- Ecke Delbrueckstr., Berlin",VIP Cars,114.0,29.0,7.5
534,Berlin,Volkswagen Polo,5.0,"Karl-marx-str. 260- Ecke Delbrueckstr., Berlin",Wisecars,121.0,31.0,7.5
535,Berlin,Volkswagen Polo,5.0,"Karl-marx-str. 260- Ecke Delbrueckstr., Berlin",Enjoy Travel,122.0,31.0,5.8
536,Berlin,Volkswagen Polo,5.0,"Karl-marx-str. 260- Ecke Delbrueckstr., Berlin",Bsp Auto,125.0,32.0,7.5
537,Berlin,Volkswagen Polo,4.0,"Grunerstr. 5+7, Berlin",Opodo,142.0,36.0,9.8
538,Berlin,Volkswagen Polo,4.0,"Grunerstr. 5+7, Berlin",Sixt,155.0,39.0,7.5
539,Berlin,Citroen DS3,4.0,"Budapester Strasse 43, Berlin",Bsp Auto,144.0,36.0,9.2
540,Berlin,Opel Corsa,5.0,"Kaiserdamm 25A, Berlin",VIP Cars,144.0,36.0,9.2
541,Berlin,Fiat 500,4.0,"Rudower Chaussee 25, Berlin",VIP Cars,108.0,27.0,7.5
542,Berlin,Fiat 500,4.0,"Rudower Chaussee 25, Berlin",Wisecars,116.0,29.0,5.5
543,Berlin,Volkswagen Polo,4.0,"Budapester Strasse 43, Berlin",Bsp Auto,146.0,37.0,9.2
544,Berlin,Volkswagen Polo,4.0,"Budapester Strasse 43, Berlin",Rentalcars,157.0,40.0,8.2
545,Berlin,Volkswagen Polo,4.0,"Budapester Strasse 43, Berlin",Avis,157.0,40.0,8.5
546,Berlin,Volkswagen Polo,4.0,"Budapester Strasse 43, Berlin",KAYAK,157.0,40.0,8.2
547,Berlin,Volkswagen Polo,4.0,"Budapester Strasse 43, Berlin",Enjoy Travel,158.0,40.0,4.8
548,Berlin,Volkswagen Polo,5.0,"Alexanderplatz 8, Berlin",Opodo,155.0,39.0,8.2
549,Berlin,Volkswagen Polo,5.0,"Alexanderplatz 8, Berlin",Enjoy Travel,157.0,40.0,5.8
550,Berlin,Volkswagen Polo,5.0,"Alexanderplatz 8, Berlin",Rentalcars,160.0,40.0,6.0
551,Berlin,Volkswagen Polo,5.0,"Alexanderplatz 8, Berlin",KAYAK,160.0,40.0,6.0
552,Berlin,Volkswagen Polo,5.0,"Alexanderplatz 8, Berlin",Discover Cars,162.0,41.0,8.2
553,Berlin,Volkswagen Polo,5.0,"Alexanderplatz 8, Berlin",VIP Cars,168.0,42.0,8.2
554,Berlin,Ford Fiesta,5.0,"Budapester Str. 45, Berlin",VIP Cars,171.0,43.0,9.8
555,Berlin,Fiat 500,4.0,"Karl-marx-str. 260- Ecke Delbrueckstr., Berlin",VIP Cars,112.0,28.0,7.5
556,Berlin,Fiat 500,4.0,"Karl-marx-str. 260- Ecke Delbrueckstr., Berlin",Wisecars,118.0,30.0,7.5
557,Berlin,Fiat 500,4.0,"Karl-marx-str. 260- Ecke Delbrueckstr., Berlin",Enjoy Travel,120.0,30.0,5.8
558,Berlin,Fiat 500,4.0,"Karl-marx-str. 260- Ecke Delbrueckstr., Berlin",Bsp Auto,122.0,31.0,7.5
559,Berlin,Hyundai i20,4.0,"Karl-marx-str. 260 Ecke, Delbrückstraße, Berlin",VIP Cars,130.0,33.0,7.5
560,Berlin,Hyundai i20,4.0,"Karl-marx-str. 260 Ecke, Delbrückstraße, Berlin",Wisecars,130.0,33.0,5.5
561,Berlin,Opel Corsa,5.0,"Budapester Strasse 39, Berlin",Bsp Auto,156.0,39.0,9.2
562,Berlin,Opel Astra,5.0,"Rudower Chaussee 25, Berlin",VIP Cars,121.0,31.0,7.5
563,Berlin,Opel Astra,5.0,"Rudower Chaussee 25, Berlin",Wisecars,130.0,33.0,5.5
564,Berlin,Opel Corsa,5.0,"Kaiserdamm 25A, Berlin",VIP Cars,157.0,40.0,9.2
565,Berlin,Opel Corsa,5.0,"Kaiserdamm 25A, Berlin",Wisecars,163.0,41.0,8.2
566,Bangkok,Nissan Almera,4.0,"1St Floor 2371 Petchburee Building New Petchburee Rd, Bangkok",VIP Cars,69.0,18.0,8.8
567,Bangkok,Nissan Almera,4.0,"1St Floor 2371 Petchburee Building New Petchburee Rd, Bangkok",Booking.com,81.0,21.0,7.8
568,Bangkok,Nissan Almera,4.0,"1St Floor 2371 Petchburee Building New Petchburee Rd, Bangkok",Rentalcars,84.0,21.0,7.8
569,Bangkok,Nissan Almera,4.0,"1St Floor 2371 Petchburee Building New Petchburee Rd, Bangkok",KAYAK,84.0,21.0,7.8
570,Bangkok,Toyota Yaris,5.0,DMK,KAYAK,74.0,19.0,9.5
571,Bangkok,Toyota Yaris,5.0,DMK,QEEQ.COM,74.0,19.0,9.5
572,Bangkok,Toyota Yaris,5.0,DMK,VIP Cars,76.0,19.0,7.8
573,Bangkok,Toyota Yaris,5.0,DMK,Rentalcars,92.0,23.0,7.8
574,Bangkok,Toyota Yaris,5.0,DMK,Booking.com,92.0,23.0,7.8
575,Bangkok,Nissan Almera,4.0,"29/10 Naratiwasrachanakarin Road, Bangkok",VIP Cars,70.0,18.0,7.8
576,Bangkok,Nissan Almera,4.0,"29/10 Naratiwasrachanakarin Road, Bangkok",Booking.com,83.0,21.0,7.8
577,Bangkok,Nissan Almera,4.0,"29/10 Naratiwasrachanakarin Road, Bangkok",Rentalcars,85.0,22.0,7.8
578,Bangkok,Nissan Almera,4.0,"29/10 Naratiwasrachanakarin Road, Bangkok",KAYAK,85.0,22.0,7.8
579,Bangkok,Honda Brio,4.0,DMK,KAYAK,74.0,19.0,9.5
580,Bangkok,Honda Brio,4.0,DMK,QEEQ.COM,74.0,19.0,9.5
581,Bangkok,Toyota Yaris,4.0,BKK,Booking.com,75.0,19.0,7.8
582,Bangkok,Toyota Yaris,4.0,BKK,Rentalcars,77.0,20.0,7.8
583,Bangkok,Toyota Yaris,4.0,BKK,KAYAK,77.0,20.0,7.8
584,Bangkok,Toyota Yaris,5.0,BKK,QEEQ.COM,90.0,23.0,9.5
585,Bangkok,Nissan Almera,5.0,DMK,KAYAK,87.0,22.0,9.5
586,Bangkok,Nissan Almera,5.0,DMK,QEEQ.COM,87.0,22.0,9.5
587,Bangkok,Toyota Yaris Sedan/Vios,5.0,DMK,Booking.com,88.0,22.0,7.8
588,Bangkok,Toyota Yaris Sedan/Vios,5.0,DMK,KAYAK,88.0,22.0,9.5
589,Bangkok,Toyota Yaris Sedan/Vios,5.0,DMK,QEEQ.COM,88.0,22.0,9.5
590,Bangkok,Toyota Yaris,5.0,"No.46 North Sathorn Rd, Bangkok",VIP Cars,75.0,19.0,7.8
591,Bangkok,Mini car,5.0,DMK,KAYAK,82.0,21.0,9.0
592,Bangkok,Mini car,5.0,DMK,QEEQ.COM,82.0,21.0,9.0
593,Bangkok,Mini car,5.0,DMK,Europcar,83.0,21.0,7.8
594,Bangkok,Mini car,4.0,Shuttle,KAYAK,86.0,22.0,9.5
595,Bangkok,Mini car,4.0,Shuttle,QEEQ.COM,86.0,22.0,9.5
596,Bangkok,Toyota Yaris,4.0,"Rama 4 Rd., Khlong Toey 2929/9, Bangkok",Rentalcars,81.0,21.0,7.8
597,Bangkok,Toyota Yaris,4.0,"Rama 4 Rd., Khlong Toey 2929/9, Bangkok",KAYAK,81.0,21.0,7.8
598,Bangkok,Toyota Yaris,4.0,"Rama 4 Rd., Khlong Toey 2929/9, Bangkok",VIP Cars,94.0,24.0,9.2
599,Bangkok,Toyota Yaris,4.0,"Rama 4 Rd., Khlong Toey 2929/9, Bangkok",Sixt,97.0,25.0,8.0
