City,Hotel Name,Hotel Address,Average Rating,Number of Reviews,Cost of Stay,Provider
Dubai,Hilton Dubai Al Habtoor City,"Al Habtoor City, Sheikh Zayed Road, Dubai",8.1,"(1,679)",£594total,Booking.com
Dubai,Royal Club at Palm Jumeirah,,7.7,(394),£679total,Hotels.com
Dubai,JW Marriott Marquis Hotel Dubai,"Sheikh Zayed Road, Business Bay Dubai 121000 United Arab Emirates, Dubai 121000",8.7,"(2,668)",£644total,Booking.com
Dubai,Shangri-La Dubai,"Sheikh Zayed Road P.O. Box 75880, Dubai 0",8.8,"(3,159)",£824total,Booking.com
Dubai,One Bedroom Apartment - Bay Central Tower,Dubai Marina,7.0,(6),£655total,Booking.com
Dublin,Hotel Riu Plaza The Gresham Dublin,"23 Upper O Connell Street, Dublin 1",8.4,"(14,341)",£360total,Booking.com
Dublin,Jurys Inn Dublin Parnell Street,"Moore Street Plaza, Parnell St, Dublin,1, Dublin 0",8.0,"(9,517)",£269total,Booking.com
Dublin,Clayton Hotel Dublin Airport,"Stockhole Lane, Dublin",8.5,"(10,379)",£248total,Booking.com
Dublin,Temple Bar District Apartments,Temple Bar - St. Stephen's Green,8.1,(228),£433total,Booking.com
Dublin,The Merchant House,"8 Eustace Street, Temple Bar, Dublin D2",8.9,(289),£682total,Booking.com
Dublin,"Keavan's Port Hotel , Dublin","Dublin 1-5 Camden Street Upper and 49-51 Camden Street Lower, Dublin",8.2,(356),£515total,Booking.com
Dublin,Sweet Inn - Spacious Grand Canal,Ballsbridge,8.2,(87),£716total,Booking.com
Dublin,"Radisson Blu St. Helen's Hotel, Dublin","Stillorgan Road, Dublin 4",8.2,"(2,679)",£449total,Booking.com
Dublin,The Gibson Hotel,"The Point Square Dublin1, Dublin",8.6,"(6,383)",£368total,Booking.com
Dublin,"Premier Suites Plus Dublin, Leeson Street",Temple Bar - St. Stephen's Green,9.0,(286),£480total,Booking.com
Edinburgh,Royal Mile Balconies by the Castle,"493 Lawnmarket,The Royal Mile, Edinburgh",8.4,(977),£327total,Booking.com
Edinburgh,Leonardo Royal Edinburgh Haymarket,"1 Morrison Link, Edinburgh, EH3 8DN",8.0,"(12,413)",£185total,Hotels.com
Edinburgh,The Glasshouse Autograph Collection,"2 Greenside Place, Edinburgh, EH1 3AA",8.9,(714),£457total,Autograph Collection
Edinburgh,Braid Apartments by Mansley,New Town,9.3,(580),£307total,Booking.com
Edinburgh,"Sheraton Grand Hotel & Spa, Edinburgh","1 Festival Square, Edinburgh, EH3 9SR",8.8,"(2,294)",£613total,Sheraton
Edinburgh,Royal Mile Suites by the Castle,"493 Lawnmarket, Old Town, Edinburgh, United Kingdom, Edinburgh, EH1 2PB",8.2,"(1,159)",£352total,Booking.com
Edinburgh,Destiny Scotland - St Andrew Square Apartments,New Town,8.8,(848),£255total,Booking.com
Edinburgh,"Kimpton Charlotte Square Hotel, An Ihg Hotel","38 Charlotte Square, Edinburgh, EH2 4HQ",9.1,"(2,831)",£640total,Booking.com
Edinburgh,Georgian House,"4c Merchiston Crescent Midlothian, Edinburgh, EH10 5AN",9.4,(86),£460total,Booking.com
Edinburgh,Quartermile Luxury Apartments,,9.3,(171),£390total,Booking.com
Faro,Ap Eva Senses,"Avenida da Republica, 1, 8000-078 Faro, Faro",8.5,"(4,264)",£278total,Booking.com
Faro,Hotel 3K Faro Aeroporto,"Estrada do Aeroporto EN 125-10 KM 262+2 Esq, Montenegro, 8000-124 Faro, Faro",8.3,"(4,547)",£179total,Booking.com
Faro,3hb Faro,"Rua Vasco da Gama nr 33, 8000-442 Faro, Faro",9.5,(442),£549total,Booking.com
Faro,My Place @ Faro Ria Views,,9.7,(107),£257total,Booking.com
Faro,Real Marina Hotel & Spa,"Av. 5 de Outubro, 1, 8700-307 Olhão, Faro",8.7,"(2,533)",,
Faro,Aqua Ria Boutique Hotel,"Rua da Marinha 12, 8000-306 Faro, Faro",8.3,"(1,824)",£240total,Booking.com
Faro,The Sunny Cottage,,9.8,(36),£275total,Booking.com
Faro,Hotel Monaco,"Rua Batista Severino - Urb. Monte da Ria, 1153, 8005-237 Faro, Faro",7.9,"(1,882)",£247total,Booking.com
Faro,Crowne Plaza Vilamoura - Algarve,"Rua Do Oceano Atlantico, 8125-478 Vilamoura, Faro",8.9,"(1,573)",,
Faro,Kwadalayo Art Quarters,,8.6,(52),£247total,Booking.com
Florida,DoubleTree by Hilton at the Entrance to Universal Orlando,"5780 Major Boulevard, Orlando, FL 32819",8.2,"(5,188)",,
Florida,Best Western Orlando Gateway Hotel,"7299 Universal Boulevard, Orlando, FL 32819-8353",8.0,"(6,634)",,
Florida,"Marriott's Grande Vista, A Marriott Vacation Club Resort","5925 Avenida Vista, Orlando, FL 32821",8.8,"(2,154)",£428total,Booking.com
Florida,"Sheraton Vistana Resort Villas, Lake Buena Vista/Orlando","8800 Vistana Centre Drive, Orlando, FL 32821",8.7,"(2,245)",,
Florida,Universal's Cabana Bay Beach Resort,"6550 Adventure Way, Orlando, FL 32819",8.6,"(6,491)",,
Florida,Hyatt Regency Orlando International Airport,"9300 Jeff Fuqua Boulevard, Orlando, FL 32827",9.1,"(2,701)",,
Florida,Hyatt Regency Orlando,"9801 International Drive, Orlando, FL 32819",8.9,"(2,886)",,
Florida,Comfy Apartment Next To Oaks Mall Gainesville,,9.3,(14),£319total,Booking.com
Florida,Hilton Grand Vacations at SeaWorld,"6924 Grand Vacations Way, Orlando, FL 32821",8.9,"(2,836)",,
Florida,"Sheraton Vistana Villages Resort Villas, I-Drive/Orlando","12401 International Drive, Orlando, FL 32821",8.9,"(1,925)",,
Hong Kong,The Royal Garden,"69 Mody Road Tsimshatsui East, Hong Kong",8.4,"(4,281)",£225total,Booking.com
Hong Kong,The Mira Hong Kong,"Mira Place, 118-130 Nathan Road, Hong Kong",8.3,"(1,023)",£302total,Booking.com
Hong Kong,"Cordis, Hong Kong","555 Shanghai Street, Hong Kong",9.0,"(3,212)",£443total,Booking.com
Hong Kong,Apartment Kapok,Wan Chai District,7.6,(55),£386total,Hotels.com
Hong Kong,Sheraton Hong Kong Hotel & Towers,"20 Nathan Road, Hong Kong",8.3,"(1,155)",£320total,Booking.com
Hong Kong,Harbour Grand Kowloon,"20 Tak Fung Street, Hong Kong",8.3,"(1,534)",£338total,Booking.com
Hong Kong,Sea View Holiday House,Islands District,6.8,(420),£156total,Booking.com
Hong Kong,"Kowloon Shangri-La, Hong Kong","64 Mody Road, Hong Kong",8.9,"(2,059)",£439total,Booking.com
Hong Kong,Kew Green Hotel Wanchai Hong Kong,"41-49 Hennessy Road, Hong Kong",8.3,"(2,401)",£130total,Kew Green Hotel Wanchai Hong Kong
Hong Kong,The Jervois,Central and Western District,8.9,(321),£747total,Hotels.com
