City,Hotel Name,Hotel Address,Average Rating,Number of Reviews,Cost of Stay,Provider
Florence,Golden Tower Hotel & Spa,"Piazza Strozzi 11/r, 50123 Florence, Tuscany",9.0,421,"1,061",Expedia
Florence,Palazzo Montebello,"Via Garibaldi, 14, 50123 Florence, Tuscany",8.7,658,804,Hotels.com
