City,Hotel Name,Hotel Address,Average Rating,Number of Reviews,Cost of Stay,Provider
Florence,Hotel Rapallo,"Via Di Santa Caterina D Alessandria 7, 50129 Florence, Tuscany",9.1,641,394,Expedia
Florence,Bernini Palace,"Piazza San Firenze 29, 50122 Florence, Tuscany",9.2,520,771,Expedia
Florence,Palazzo Montebello,"Via Garibaldi, 14, 50123 Florence, Tuscany",8.7,659,522,Hotels.com
